,Artist,Title,Year
650,Roy Orbison,"Oh, Pretty Woman",1964
651,Beach Boys,I Get Around,1964
652,Dean Martin,Everybody Loves Somebody,1964
653,Mary Wells,My Guy,1964
654,Gale Garnett,We’ll Sing In The Sunshine,1964
655,J. Frank Wilson and The Cavaliers,Last Kiss,1964
656,Supremes,Where Did Our Love Go,1964
657,Barbara Streissand,People,1964
658,Al Hirt,Java,1964
659,Beatles,A Hard Day’s Night,1964
660,Beatles,Love Me Do,1964
661,Manfred Mann,Do Wah Diddy Diddy,1964
662,Beatles,Please Please Me,1964
663,Martha and The Vandellas,Dancing In The Street,1964
664,Billy J. Kramer and The Dakotas,Little Children,1964
665,Ray Charles Singers,Love Me With All Your Heart,1964
666,Drifters,Under The Boardwalk,1964
667,Dixie Cups,Chapel Of Love,1964
668,Terry Stafford,Suspicion,1964
669,Dave Clark Five,Glad All Over,1964
670,Four Seasons,Rag Doll,1964
671,Four Seasons,Dawn,1964
672,Newbeats,Bread And Butter,1964
673,Gene Pitney,It Hurts To Be In Love,1964
674,Jan and Dean,Dead Man’s Curve,1964
675,Jay and The Americans,Come A Little Bit Closer,1964
676,Peter and Gordon,A World Without Love,1964
677,Honeycombs,Have I The Right?,1964
678,Serendipity Singers,Don’t Let The Rain Come Down,1964
679,Supremes,Baby Love,1964
681,Dusty Springfield,Wishin’ And Hopin’,1964
682,Lesley Gore,You Don’t Own Me,1964
683,Dionne Warwick,Walk On By,1964
684,Animals,The House Of The Rising Sun,1964
685,Ronny and The Daytona,G.T.O.,1964
688,Danny Williams,White On White,1964
689,Rip Chords,Hey Little Cobra,1964
690,Betty Everett,The Shoop Shoop Song,1964
691,Dave Clark Five,Bits And Pieces,1964
692,Millie Small,My Boy Lollipop,1964
693,Major Lance,"Um, Um, Um, Um, Um, Um",1964
694,Jan and Dean,The Little Old Lady,1964
695,Gerry and The Pacemakers,Don’t Let The Sun Catch You Crying,1964
696,Chad and Jeremy,A Summer Song,1964
697,Stan Getz and Astrud Gilberto,The Girl From Ipanema,1964
698,Beatles,Can’t Buy Me Love,1964
699,Shangri-Las,Remember,1964
700,Bobby Freeman,C’mon And Swim,1964
701,Beatles,Do You Want To Know A Secret,1964
702,Impressions,Keep On Pushing,1964
703,Four Tops,Baby I Need Your Loving,1964
704,Diane Renay,Navy Blue,1964
705,Bachelors,Diane,1964
706,Marketts,Out Of Limits,1964
707,Hondells,Little Honda,1964
708,Bobby Goldsboro,See The Funny Little Clown,1964
709,Dave Clark Five,Because,1964
710,Reflections, Romeo And Juliet,1964
711,Rick Nelson,For You,1964
712,New Christy Minstrels,Today,1964
713,Dave Clark Five,Can’t You See That She’s Mine,1964
714,Shangri-Las,Leader Of The Pack,1964
715,Joe Hinton,Funny,1964
716,Temptations,The Way You Do The Things You Do,1964
717,Dionne Warwick,Anyone Who Had A Heart,1964
718,Al Martino,I Love You More And More Every Day,1964
719,Roy Orbison,It’s Over,1964
720,Four Seasons,Ronnie,1964
721,Trashmen,Surfin’ Bird,1964
722,Tams,What Kind Of Fool,1964
723,Dean Martin,The Door Is Still Open To My Heart,1964
724,Kinks,You Really Got Me,1964
725,Sammy Davis Jr.,The Shelter Of Your Arms,1964
726,Impressions,I’m So Proud,1964
727,Jelly Beans,I Wanna Love Him So Bad,1964
728,Roger Miller,Chug-a-lug,1964
729,Roger Miller,Dang Me,1964
730,Al Hirt,Cotton Candy,1964
731,Nancy Wilson, How Glad I Am,1964
733,Searchers,Don’t Throw Your Love Away,1964
734,Tommy Tucker,Hi-heel Sneakers,1964
735,Gerry and The Pacemakers,How Do You Do It!,1964
736,The Ventures,Walk Don’t Run,1964
737,Dave Clark Five,Do You Love Me,1964
738,"Robert Maxwell, His Harp and Orch.",Shangri-La,1964
739,Gene Simmons,Haunted Houses,1964
740,Jimmy Hughes,Steal Away,1964
741,Beatles,I Saw Her Standing There,1964
742,Andy Williams,A Fool Never Learns,1964
743,Billy J. Kramer and The Dakotas,Bad To Me,1964
744,Bobby Vinton,There! I’ve Said It Again,1964
745,The Kingsmen,Louie Louie,1964
746,Searchers,Needles And Pins,1964
747,Sam The Sham and The Pharaohs,Wooly Bully,1965
748,Four Tops,I Can’t Help Myself,1965
749,Rolling Stones, Satisfaction,1965
750,We Five,You Were On My Mind,1965
751,Righteous Brothers,You’ve Lost That Lovin’ Feelin’,1965
752,Petula Clark,Downtown,1965
753,Beatles,Help!,1965
754,Herman’s Hermits,Can’t You Hear My Heartbeat,1965
755,Elvis Presley,Crying In The Chapel,1965
756,Temptations,My Girl,1965
757,Beach Boys,"Help Me, Rhonda",1965
758,Roger Miller,King Of The Road,1965
759,Jewel Aikens,The Birds And The Bees,1965
760,Mel Carter,"Hold Me, Thrill Me, Kiss Me",1965
761,Jr. Walker and The All Stars,Shotgun,1965
762,Sonny and Cher,I Got You Babe,1965
763,Gary Lewis and The Playboys,This Diamond Ring,1965
764,Ramsey Lewis Trio,The “In” Crowd,1965
765,Herman’s Hermits,Mrs. Brown You’ve Got A Lovely Daughter,1965
766,Supremes,Stop! In The Name Of Love,1965
767,Righteous Brothers,Unchained Melody,1965
768,Herman’s Hermits,Silhouettes,1965
769,Seekers,I’ll Never Find Another You,1965
770,Jay and The Americans,"Cara, Mia",1965
771,Byrds,Mr. Tambourine Man,1965
772,Sounds Orchestral,Cast Your Fate To The Wind,1965
773,Barbara Mason,"Yes, I’m Ready",1965
774,Tom Jones,What’s New Pussycat?,1965
775,Barry McGuire,Eve Of Destruction,1965
776,McCoys,Hang On Sloopy,1965
777,Beatles,Ticket To Ride,1965
778,Bert Kaempfert and His Orch.,Red Roses For A Blue Lady,1965
779,James Brown and The Famous Flames,Papa’s Got A Brand New Bag,1965
780,Wayne Fontana and The Mindbenders,Game Of Love,1965
781,Shirley Ellis,The Name Game,1965
782,Petula Clark,I Know A Place,1965
783,Supremes,Back In My Arms Again,1965
784,Barbara Lewis,Baby I’m Yours,1965
785,Kingsmen,The Jolly Green Giant,1965
786,Patti Page,"Hush, Hush, Sweet Charlotte",1965
787,Bob Dylan,Like A Rolling Stone,1965
788,Freddie and The Dreamers,I’m Telling You Now,1965
789,Gerry and The Pacemakers,Ferry Cross The Mersey,1965
790,Righteous Brothers,Just Once In My Life,1965
791,Johnny Rivers,Seventh Son,1965
792,Herman’s Hermits,"I’m Henry VIII, I Am",1965
793,Horst Jankowski,A Walk In The Black Forest,1965
795,Beach Boys,California Girls,1965
796,Moody Blues,Go Now,1965
797,Shirley Bassey,Goldfinger,1965
798,Billy Joe Royal,Down In The Boondocks,1965
799,Glenn Yarbrough,Baby The Rain Must Fall,1965
800,Dave Clark Five,Catch Us If You Can,1965
801,Beatles,Eight Days A Week,1965
802,Beau Brummels,Just A Little,1965
803,Ian Whitcomb,You Turn Me On,1965
804,Marvin Gaye,I’ll Be Doggone,1965
805,Gary Lewis and The Playboys,Save Your Heart For Me,1965
806,Kinks,Tired Of Waiting For You,1965
807,Gary Lewis and The Playboys,Count Me In,1965
808,Kinks,All Day And All Of The Night,1965
809,Jackie DeShannon,What The World Needs Now Is Love,1965
810,Tom Jones,It’s Not Unusual,1965
811,Sir Douglas Quintet,She’s About A Mover,1965
812,Sam Cooke,Shake,1965
814,Martha and The Vandellas,Nowhere To Run,1965
815,Yardbirds,Heart Full Of Soul,1965
816,Searchers,Love Potion Number Nine,1965
817,Dickle Lee,Laurie,1965
818,Sonny and Cher,Baby Don’t Go,1965
819,Turtles,It Ain’t Me Babe,1965
820,Zombies,Tell Her No,1965
821,Peter and Gordon,I Go To Pieces,1965
823,Patty Duke,Don’t Just Stand There,1965
824,Miracles,The Tracks Of My Tears,1965
825,Brenda Lee,Too Many Rivers,1965
827,Bobby Goldsboro,Little Things,1965
828,Peter and Gordon,True Love Ways,1965
829,Four Tops,It’s The Same Old Song,1965
830,Fortunes,You’ve Got Your Troubles,1965
831,Joe Tex,Hold What You’ve Got,1965
832,Animals,We Gotta Get Out Of This Place,1965
833,Beau Brummels,"Laugh, Laugh",1965
834,Rolling Stones,The Last Time,1965
835,Lovin’ Spoonful,Do You Believe In Magic,1965
836,Cher,All I Really Want To Do,1965
837,Little Anthony and The Imperials,Take Me Back,1965
838,Strangeloves,I Want Candy,1965
839,Miracles,Ooo Baby Baby,1965
840,Sonny,Laugh At Me,1965
841,Roy Head,Treat Her Right,1965
842,Jack Jones,The Race Is On,1965
843,"Dino, Desi and Billy",I’m A Fool,1965
844,Ad Libs,The Boy From New York City,1965
845,Del Shannon,Keep Searchin’,1965
846,Marvin Gaye,How Sweet It Is,1965
847,Sgt. Barry Sadler,The Ballad Of The Green Berets,1966
848,Association,Cherish,1966
849,Righteous Brothers, Soul And Inspiration,1966
850,Four Tops,Reach Out I’ll Be There,1966
851,? and The Mysterians,96 Tears,1966
852,Monkees,Last Train To Clarksville,1966
853,Mama’s and The Papa’s,"Monday, Monday",1966
854,Supremes,You Can’t Hurry Love,1966
855,Johnny Rivers,Poor Side Of Town,1966
856,Mama’s and The Papa’s,California Dreamin’,1966
857,Lovin’ Spoonful,Summer In The City,1966
858,Roger Williams,Born Free,1966
859,Nancy Sinatra,These Boots Are Made For Walkin’,1966
860,Jimmy Ruffin,What Becomes Of The Brokenhearted,1966
861,Frank Sinatra,Strangers In The Night,1966
862,Beatles,We Can Work It Out,1966
863,Young Rascals,Good Lovin’,1966
864,New Vaudeville Band,Winchester Cathedral,1966
865,Tommy James and The Shondells,Hanky Panky,1966
866,Percy Sledge,When A Man Loves A Woman,1966
867,Rolling Stones,Paint It Black,1966
868,Petula Clark,My Love,1966
869,Lou Christie,Lightin’ Strikes,1966
870,Troggs,Wild Thing,1966
871,Paul Revere and The Raiders,Kicks,1966
872,Donovan,Sunshine Superman,1966
873,Bobby Hebb,Sunny,1966
874,Beatles,Paperback Writer,1966
875,Happenings,See You In September,1966
876,Supremes,You Keep Me Hangin’ On,1966
877,Sam The Sham and The Pharaohs,Lil’ Red Riding Hood,1966
878,Mitch Ryder and The Detroit Wheels,Devil With A Blue Dress On and Good Golly Miss Molly,1966
879,Beach Boys,Good Vibrations,1966
880,Mindbenders,A Groovy Kind Of Love,1966
881,Dusty Springfield,You Don’t Have To Say You Love Me,1966
882,The Capitols,Cool Jerk,1966
883,Sandy Posey,Born A Woman,1966
884,Cyrkle,Red Rubber Ball,1966
885,Carla Thomas,B-A-B-Y,1966
886,Left Banke,Walk Away Renee,1966
887,Lovin’ Spoonful,Daydream,1966
888,Outsiders,Time Won’t Let Me,1966
889,Tommy Roe,Hooray For Hazel,1966
890,Tommy Roe,Sweet Pea,1966
891,Hollies,Bus Stop,1966
892,James and Bobby Purify,I’m Your Puppet,1966
893,B.J. Thomas and The Triumphs,I’m So Lonesome I Could Cry,1966
894,Temptations,Ain’t Too Proud To Beg,1966
895,Standells,Dirty Water,1966
896,Bob Lind,Elusive Butterfly,1966
897,Simon and Garfunkel,I Am A Rock,1966
898,Ray Charles,Crying Time,1966
899,Johnny Rivers,Secret Agent Man,1966
900,Simon and Garfunkel,The Sounds Of Silence,1966
901,Peter and Gordon,Lady Godiva,1966
902,Simon and Garfunkel,Homeward Bound,1966
903,Lovin’ Spoonful,Did You Ever Have To Make Up Your Mind?,1966
904,Robert Parker,Barefootin’,1966
905,Stevie Wonder,Uptight,1966
906,Cher,Bang Bang,1966
907,Beach Boys,Sloop John B,1966
908,Rolling Stones,19th Nervous Breakdown,1966
910,Count Five,Psychotic Reaction,1966
911,Temptations,Beauty Is Only Skin Deep,1966
912,T-Bones,No Matter What Shape,1966
913,Paul Revere and The Raiders,Just Like Me,1966
914,Deon Jackson,Love Makes The World Go Round,1966
915,Crispian St. Peters,The Pied Piper,1966
916,Brenda Lee,Coming On Strong,1966
917,Ray Conniff and The Singers,Somewhere My Love,1966
918,David Houston,Almost Persuaded,1966
919,Bobby Darin,If I Were A Carpenter,1966
920,Marvelettes,Don’t Mess With Bill,1966
921,Neil Diamond,"Cherry, Cherry",1966
922,Lee Dorsey,Working In The Coal Mine,1966
923,Dionne Warwick,Message To Michael,1966
924,Lou Rawls,Love Is A Hurtin’ Thing,1966
925,Beach Boys,Barbara Ann,1966
926,Shadows Of Knight,Gloria,1966
927,Supremes,My World Is Empty Without You,1966
928,Bob Dylan,Rainy Day Women #12 And 35,1966
929,Sandpipers,Guantanamera,1966
930,Wilson Pickett,"Land Of 1,000 Dances",1966
931,Shades Of Blue,Oh How Happy,1966
932,Peter and Gordon,Woman,1966
933,Turtles,You Baby,1966
934,Vogues,Five O’clock World,1966
935,Los Bravos,Black Is Black,1966
936,Beatles,Nowhere Man,1966
937,Herman’s Hermits,Dandy,1966
938,Slim Harpo,Baby Scratch My Back,1966
939,Gary Lewis and The Playboys,She’s Just My Style,1966
940,Chris Montez,The More I See You,1966
941,Bobby Fuller Four,I Fought The Law,1966
942,Beatles,Yellow Submarine,1966
943,Paul Revere and The Raiders,Hungry,1966
944,Herb Alpert and The Tijuana Brass,Zorba The Greek,1966
945,Yardbirds,Shapes Of Things,1966
946,Wilson Pickett,634-5789,1966
947,Lulu,To Sir With Love,1967
948,Box Tops,The Letter,1967
949,Bobby Gentry,Ode To Billie Joe,1967
950,Association,Windy,1967
951,Monkees,I’m A Believer,1967
952,Doors,Light My Fire,1967
953,Nancy Sinatra and Frank Sinatra,Somethin’ Stupid,1967
954,Turtles,Happy Together,1967
955,Young Rascals,Groovin’,1967
956,Frankie Valli,Can’t Take My Eyes Off You,1967
957,Music Explosion,Little Bit O’ Soul,1967
958,Tommy James and The Shondells,I Think We’re Alone Now,1967
959,Aretha Franklin,Respect,1967
960,Stevie Wonder,I Was Made To Love Her,1967
961,Bobby Vee and The Strangers,Come Back When You Grow Up,1967
962,Buckinghams,Kind Of A Drag,1967
963,Arthur Conley,Sweet Soul Music,1967
964,Soul Survivors,Expressway To Your Heart,1967
965,Sam and Dave,Soul Man,1967
966,Association,Never My Love,1967
967,Jay and The Techniques,"Apples, Peaches, Pumpkin Pie",1967
968,Every Mothers’ Son,Come On Down To My Boat,1967
969,Strawberry Alarm Clock,Incense And Peppermints,1967
970,Rolling Stones,Ruby Tuesday,1967
971,Vicki Carr,It Must Be Him,1967
972,Brenton Wood,Gimme Little Sign,1967
973,Buffalo Springfield,For What It’s Worth,1967
974,Supremes,Love Is Here And Now You’re Gone,1967
975,Supremes,The Happening,1967
976,Beatles,All You Need Is Love,1967
977,Engelbert Humperdinck,Release Me,1967
978,Marvin Gaye and Tammi Terrell,Your Precious Love,1967
979,Jefferson Airplane,Somebody To Love,1967
980,Esquires,Get On Up,1967
981,Van Morrison,Brown Eyed Girl,1967
982,Martha and The Vandella,Jimmy Mack,1967
983,Happenings,I Got Rhythm,1967
984,Procol Harum,A Whiter Shade Of Pale,1967
985,Buckinghams,Don’t You Care,1967
986,Casinos,Then You Can Tell Me Goodbye,1967
987,Diana Ross and The Supremes,Reflections,1967
988,Hollies,On A Carousel,1967
989,Bobby Vinton,Please Love Me Forever,1967
990,Dionne Warwick,Alfie,1967
991,Tremeloes,Silence Is Golden,1967
992,Ed Ames,My Cup Runneth Over,1967
993,Fifth Dimension,"Up, Up And Away",1967
994,Scott Mckenzie,San Francisco,1967
995,Cowsills,"The Rain, The Park And Other Things",1967
996,Herman’s Hermits,There’s A Kind Of Hush,1967
997,Buckinghams,"Mercy, Mercy, Mercy",1967
998,Petula Clark,This Is My Song,1967
999,Jackie Wilson, Higher And Higher,1967
1000,Young Rascals,I’ve Been Lonely Too Long,1967
1001,Beatles,Penny Lane,1967
1002,Temptations,You’re My Everything,1967
1003,Seekers,Georgy Girl,1967
1004,Five Americans,Western Union,1967
1005,Aretha Franklin,Baby I Love You,1967
1006,Monkees,"A Little Bit You, A Little Bit Me",1967
1007,Lesley Gore,California Nights,1967
1009,Young Rascals,How Can I Be Sure,1967
1010,Hollies,Carrie Ann,1967
1011,Blue Magoos, Nothin’ Yet,1967
1012,Easy Beats,Friday On My Mind,1967
1013,Bar-Kays,Soul Finger,1967
1014,Spencer Davis Group,Gimme Some Lovin’,1967
1015,Hombres,Let It Out,1967
1016,Grass Roots,Let’s Live For Today,1967
1017,Peaches and Herb,Close Your Eyes,1967
1019,Wilson Pickett,Funky Broadway,1967
1020,Monkees,Pleasant Valley Sunday,1967
1021,Aretha Franklin,I Never Loved A Man,1967
1022,Aaron Neville,Tell It Like It Is,1967
1023,James Brown and The Famous Flames,Cold Sweat,1967
1024,Turtles,She’d Rather Be With Me,1967
1025,Keith,98.6,1967
1026,Ray Charles,Here We Go Again,1967
1027,Jefferson Airplane,White Rabbit,1967
1028,Four Tops,Bernadette,1967
1029,Sonny and Cher,The Beat Goes On,1967
1030,Royal Guardsmen,Snoopy Vs. The Red Baron,1967
1031,Janis Ian,Society’s Child,1967
1032,Neil Diamond,"Girl, You’ll Be A Woman Soon",1967
1033,Marvin Gaye and Tammi Terrell,Ain’t No Mountain High Enough,1967
1034,Sandy Posey,I Take It Back,1967
1035,Tremeloes,Here Comes My Baby,1967
1036,Robert Knight,Everlasting Love,1967
1037,"Peter, Paul and Mary",I Dig Rock And Roll Music,1967
1038,Bill Cosby,Little Ole Man,1967
1039,Electric Prunes,I Had Too Much To Dream Last Night,1967
1040,Monkees,Daydream Believer,1967
1041,Johnny Rivers,Baby I Need Your Lovin’,1967
1042,Who,I Can See For Miles,1967
1043,Tommy James and The Shondells,Mirage,1967
1044,Tom Jones,"Green, Green Grass Of Home",1967
1045,Petula Clark,Don’t Sleep In The Subway,1967
1046,Neil Diamond,Thank The Lord For The Night Time,1967
1047,Beatles,Hey Jude,1968
1048,Paul Mauriat,Love Is Blue,1968
1049,Bobby Goldsboro,Honey,1968
1050,Otis Redding, The Dock Of The Bay,1968
1051,Rascals,People Got To Be Free,1968
1052,Cream,Sunshine Of Your Love,1968
1053,Herb Alpert,This Guy’s In Love With You,1968
1054,Hugo Montenegro,"The Good, The Bad And The Ugly",1968
1055,Simon and Garfunkel,Mrs. Robinson,1968
1056,Archie Bell and The Drells,Tighten Up,1968
1057,Jeannie C. Riley,Harper Valley P.T.A.,1968
1058,O.C. Smith,Little Green Apples,1968
1059,Tommy James and The Shondells,"Mony, Mony",1968
1060,Doors,"Hello, I Love You",1968
1061,Gary Puckett and The Union Gap,Young Girl,1968
1062,Box Tops,Cry Like A Baby,1968
1063,Fifth Dimension,Stoned Soul Picnic,1968
1064,Hugh Masekela,Grazing In The Grass,1968
1065,Grass Roots,Midnight Confessions,1968
1066,Sly and The Family Stone,Dance To The Music,1968
1067,Cliff Nobles and Co.,The Horse,1968
1068,Temptations,I Wish It Would Rain,1968
1069,Delfonics,La-La Means I Love You,1968
1070,Vogues,"Turn Around, Look At Me",1968
1071,John Fred and His Playboy Band,Judy In Disguise,1968
1072,Classics IV,Spooky,1968
1073,Diana Ross and The Supremes,Love Child,1968
1074,Merrilee Rush,Angel Of The Morning,1968
1075,Georgie Fame,The Ballad Of Bonnie And Clyde,1968
1076,Mary Hopkin,Those Were The Days,1968
1077,Steppenwolf,Born To Be Wild,1968
1078,Intruders,Cowboys To Girls,1968
1079,1910 Fruitgum Company,Simon Says,1968
1080,Gary Puckett and The Union Gap,Lady Willpower,1968
1081,Rascals,A Beautiful Morning,1968
1082,Sergio Mendes and Brasil ’66,The Look Of Love,1968
1083,Johnny Nash,Hold Me Tight,1968
1084,Ohio Express,"Yummy, Yummy, Yummy",1968
1085,Crazy World Of Arthur Brown,Fire,1968
1086,Troggs,Love Is All Around,1968
1088,Dionne Warwick, Valley Of The Dolls,1968
1089,Mason Williams,Classical Gas,1968
1090,Clarence Carter,Slip Away,1968
1091,O’Kaysions,Girl Watcher,1968
1092,Aretha Franklin, Since You’ve Been Gone,1968
1093,Lemon Pipers,Green Tambourine,1968
1094,1910 Fruitgum Company,"1, 2, 3, Red Light",1968
1095,Friend and Lover,Reach Out Of The Darkness,1968
1096,Rolling Stones,Jumpin’ Jack Flash,1968
1097,Richard Harris,MacArthur Park,1968
1099,People,I Love You,1968
1100,Percy Sledge,Take Time To Know Her,1968
1101,Status Quo,Pictures Of Matchstick Men,1968
1103,Marvin Gaye and Tammi Terrell,Ain’t Nothing Like The Real Thing,1968
1104,James Brown and The Famous Flames,I Got The Feelin’,1968
1105,Bee Gees,I’ve Gotta Get A Message To You,1968
1106,Beatles,Lady Madonna,1968
1107,Donovan,Hurdy Gurdy Man,1968
1108,Steppenwolf,Magic Carpet Ride,1968
1109,Fireballs,Bottle Of Wine,1968
1110,Dells,Stay In My Corner,1968
1111,Willie Mitchell,Soul Serenade,1968
1112,Tom Jones,Delilah,1968
1113,Human Beinz,Nobody But Me,1968
1114,Sam and Dave,I Thank You,1968
1115,Sergio Mendes and Brasil ’66,The Fool On The Hill,1968
