,Artist,Title,Year
0,Francis Craig,Near You,1947
1,The Harmonicats,Peg O’ My Heart,1947
2,Ted Weems,Heartaches,1947
3,Ray Noble and Buddy Clark,Linda,1947
4,Tex Williams,"Smoke, Smoke, Smoke That Cigarette",1947
5,Vaughn Monroe,I Wish I Didn’t Love You So,1947
7,Al Jolson,Anniversary Song,1947
9,Sammy Kaye,That’s My Desire,1947
10,Vaughn Monroe,Ballerina,1947
11,Art Lund,Mam’selle,1947
12,Freddy Martin,"Managua, Nicaragua",1947
13,Perry Como,Chi-Baba Chi-Baba,1947
14,Red Ingle and Jo Stafford,Temptation,1947
15,Ted Weems and Perry Como,I Wonder Who’s Kissing Her Now,1947
17,Sammy Kaye,The Old Lamplighter,1947
18,Perry Como,When You Were Sweet Sixteen,1947
19,Jack Owens,How Soon,1947
20,Arthur Godfrey,Too Fat Polka,1947
21,Eddy Howard,"I Wonder, I Wonder, I Wonder",1947
22,Eddy Howard,My Adobe Hacienda,1947
23,Hoagy Carmichael,Huggin’ And Chalkin’,1947
24,Hoagy Carmichael,Ole Buttermilk Sky,1947
25,The King Cole Trio,I Love You For Sentimental Reasons,1947
27,Vaughn Monroe,You Do,1947
29,Bing Crosby,White Christmas,1947
31,Mills Brothers,Across The Alley From The Alamo,1947
32,Andrews Sisters and Danny Kaye,Civilization Bongo Bongo Bongo,1947
35,Count Basie,"Open The Door, Richard",1947
37,Dorothy Shay,Feudin’ And Fightin’,1947
41,Bing Crosby,The Whiffenpoof Song,1947
45,Peggy Lee,Golden Earrings,1947
47,Domenico Modugno,Volare,1958
48,Everly Brothers,All I Have To Do Is Dream / Claudette,1958
49,Elvis Presley,Don’t / I Beg Of You,1958
50,David Seville,Witch Doctor,1958
51,Perez Prado,Patricia,1958
52,Billy Vaughn,Sail Along Silvery Moon / Raunchy,1958
53,Perry Como,Catch A Falling Star / Magic Moments,1958
54,Champs,Tequila,1958
55,Tommy Edwards,It’s All In The Game,1958
56,Dean Martin,Return To Me,1958
57,Conway Twitty,It’s Only Make Believe,1958
58,Sheb Wooley,The Purple People Eater,1958
59,Everly Brothers,Bird Dog / Devoted To You,1958
60,Silhouettes,Get A Job,1958
61,Elegants,Little Star,1958
62,Ricky Nelson,Stood Up / Waitin’ In School,1958
63,Laurie London,He’s Got The Whole World In His Hands,1958
64,Platters,Twilight Time,1958
65,Jimmie Rodgers,Secretly,1958
66,Danny and The Juniors,At The Hop,1958
67,Coasters,Yakety Yak,1958
68,Elvis Presley,Wear My Ring Around Your Neck / Doncha’ Think It’s Time,1958
69,Ricky Nelson,Poor Little Fool,1958
70,Pat Boone,Wonderful Time Up There / It’s Too Soon To Know,1958
71,Jimmy Clanton,Just A Dream,1958
72,McGuire Sisters,Sugartime,1958
73,Bobby Day,Rockin Robbin / Over And Over,1958
74,Kingston Trio,Tom Dooley,1958
75,Chuck Berry,Sweet Little Sixteen,1958
76,Cozy Cole,Topsy II / Topsy I,1958
77,Nat King Cole,Looking Back / Do I Like It,1958
78,Monotones,Book Of Love,1958
79,Tommy Dorsey Orch. and Warren Covington,Tea For Two Cha Cha,1958
80,Little Anthony and The Imperials,Tears On My Pillow,1958
81,Royal Teens,Short Shorts,1958
82,Jerry Lee Lewis,Great Balls Of Fire,1958
83,Chordettes,Lollipop,1958
84,Bobby Darin,Splish Splash,1958
85,Connie Francis,Who’s Sorry Now,1958
86,Jack Scott,My True Love / Leroy,1958
87,Jody Reynolds,Endles Sleep,1958
88,Bobby Freeman,Do You Want To Dance?,1958
89,Kalin Twins,When,1958
90,Teddy Bears,To Know Him Is To Love Him,1958
91,Pat Boone,April Love,1958
92,Duane Eddy,Rebel-‘Rouser,1958
93,Crescendos,Oh Julie,1958
94,Diamonds,The Stroll,1958
95,Elvis Presley,Hard-Headed Woman / Don’t Ask Me Why,1958
96,Buddy Holly,Peggy Sue,1958
97,Don Gibson,Oh Lonesome Me,1958
98,The Big Bopper,Chantilly Lace,1958
99,Rick Nelson,Lonesome Town,1958
100,Frank Sinatra,All the Way,1958
101,Elvis Presley,One Night,1958
102,Robin Luke,Susie Darlin’,1958
103,Four Preps,26 Miles,1958
104,Earl Grant,The End,1958
105,Jimmie Rodgers,Kisses Sweeter Than Wine,1958
106,Playmates,Beep Beep,1958
107,Mitch Miller,March From the River Kwai and Colonel Bogey March,1958
108,Everly Brothers,Problems,1958
109,Bobby Darin,Queen of the Hop,1958
110,Will Glahe,Liechtensteiner Polka,1958
111,Elvis Presley,I Got Stung,1958
112,Andy Williams,Are You Sincere,1958
113,Ricky Nelson,I Got a Feeling,1958
114,Poni Tails,Born Too Late,1958
115,Johnny Otis Show,Willie and the Hand Jive,1958
116,Four Preps,Big Man,1958
117,Crickets,Oh Boy,1958
118,Chuck Willis,What Am I Living For,1958
119,Chuck Berry,Johnny B Goode,1958
120,Eddie Cochran,Summertime Blues,1958
122,Peggy Lee,Fever,1958
123,Ed Townsend,For Your Love,1958
124,Paul Anka,You Are My Destiny,1958
125,Art and Dotty Todd,Chanson D’Amour,1958
126,Lou Monte,Lazy Mary,1958
127,Johnny Cash,Ballad of a Teenage Queen,1958
128,Pat Boone,It’s Too Soon to Know,1958
129,Jimmy McCracklin,The Walk,1958
130,Perry Como,Kewpie Doll,1958
131,George Hamilton Iv,Why Don’t They Understand,1958
132,Frankie Avalon,Dede Dinah,1958
133,Pat Boone,Sugar Moon,1958
134,Everly Brothers,Devoted to You,1958
135,Chantels,Maybe,1958
136,Kathy Linden,Billy,1958
137,Johnny Cash,Guess Things Happen That Way,1958
138,Olympics,Western Movies,1958
139,Roy Hamilton,Don’t Let Go,1958
140,Hollywood Flames,Buzz-Buzz-Buzz,1958
141,Jerry Lee Lewis,Breathless,1958
142,Jan and Arnie,Jennie Lee,1958
143,Royaltones,Poor Boy,1958
144,Marty Robins,The Story of My Life,1958
145,Frankie Avalon,I’ll Wait For You,1958
146,Frankie Avalon,Ginger Bread,1958
147,Johnny Horton,The Battle Of New Orleans,1959
148,Bobby Darin,Mack The Knife,1959
149,Lloyd Price,Personality,1959
150,Frankie Avalon,Venus,1959
151,Paul Anka,Lonely Boy,1959
152,Bobby Darin,Dream Lover,1959
153,Browns,The Three Bells,1959
154,Fleetwoods,Come Softly To Me,1959
155,Wilbert Harrison,Kansas City,1959
156,Fleetwoods,Mr. Blue,1959
157,Santo and Johnny,Sleep Walk,1959
158,Paul Anka,Put Your Head On My Shoulder,1959
159,Lloyd Price,Stagger Lee,1959
160,Ritchie Valens,Donna,1959
161,Dodie Stevens,Pink Shoelaces,1959
162,Platters,Smoke Gets In Your Eyes,1959
163,The Coasters,Charlie Brown,1959
164,Martin Denny,Quiet Village,1959
165,Carl Dobkins Jr.,My Heart Is An Open Book,1959
166,Everly Brothers, I Kissed You,1959
167,Phil Phillips and The Twilights,Sea Of Love,1959
168,Dave “Baby” Cortez,The Happy Organ,1959
169,Lloyd Price,I’m Gonna Get Married,1959
170,Impalas,Sorry,1959
171,Dion and The Belmonts,A Teenager In Love,1959
172,Crests,16 Candles,1959
173,Brook Benton,It’s Just A Matter Of Time,1959
174,Connie Francis,Lipstick On Your Collar,1959
175,Drifters,There Goes My Baby,1959
176,Elvis Presley,A Big Hunk O’ Love,1959
177,Johnny and The Hurricanes,Red River Rock,1959
178,Stonewall Jackson,Waterloo,1959
179,Sammy Turner,Lavender Blue,1959
180,Elvis Presley, A Fool Such As I,1959
181,The Virtues,Guitar Boogie Shuffle,1959
182,Sandy Nelson,Teen Beat,1959
183,Edward Burns and Connie Stevens,Kookie Kookie,1959
184,Thomas Wayne,Tragedy,1959
185,Connie Francis,My Happiness,1959
186,Freddie Cannon,Talahassee Lassie,1959
187,Fabian,Tiger,1959
188,Ricky Nelson,Never Be Anyone Else But You,1959
189,Della Reese,Don’t You Know,1959
190,Elvis Presley,I Need Your Love Tonight,1959
191,Dinah Washington,What A Diff’rence A Day Makes,1959
192,Bill Parsons,The All American Boy,1959
193,Jerry Wallace,Primrose Lane,1959
194,David Seville and The Chipmunks,Alvin’s Harmonica,1959
195,Andy Williams,Lonely Street,1959
196,Ray Charles,What’d I Say,1959
197,Sarah Vaughan,Broken-hearted Melody,1959
198,Franck Pourcel,Only You,1959
199,Billy Grammer,Gotta Travel On,1959
200,Coasters,Poison Ivy,1959
201,Fabian,Turn Me Loose,1959
202,Jackie Wilson,Lonely Teardrops,1959
203,Andy Williams,Hawaiian Wedding Song,1959
204,Duane Eddy,Forty Miles Of Bad Road,1959
205,Frankie Avalon,Just Ask Your Heart,1959
206,Travis and Bob,Tell Him No,1959
207,Connie Francis,Frankie,1959
208,The Bell Notes,I’ve Had It,1959
209,Lavern Baker,I Cried A Tear,1959
210,Platters,Enchanted,1959
211,Skyliners,Since I Don’t Have You,1959
212,Ray Anthony,Peter Gunn Theme,1959
213,David Seville and The Chipmunks,The Chipmunk Song,1959
214,Fats Domino,I Want To Walk You Home,1959
215,Fiestas,So Fine,1959
216,Frankie Avalon,Bobby Sox To Stockings,1959
217,Wink Martindale,Deck Of Cards,1959
218,Clyde Mcphatter,A Lover’s Question,1959
219,Flamingos,I Only Have Eyes For You,1959
220,Ricky Nelson,It’s Late,1959
221,Chris Barber’s Jazz Band,Petite Fleur,1959
222,Annette,Tall Paul,1959
223,Kingston Trio,The Tijuana Jail,1959
224,Ricky Nelson,Just A Little Too Much,1959
225,Jack Scott,Goodbye Baby,1959
226,Coasters,Along Came Jones,1959
227,Tommy Dee and Carol Kay,Three Stars,1959
228,Frankie Avalon,A Boy Without A Girl,1959
229,Ricky Nelson,Sweeter Than You,1959
230,Skip and Flip,It Was I,1959
231,Kathy Linden,"Goodbye, Jimmy, Goodbye",1959
232,Reg Owens Orch.,Manhattan Spiritual,1959
233,Brook Benton,Endlessly,1959
234,Guy Mitchell,Heartaches By The Number,1959
235,Frankie Ford,Sea Cruise,1959
236,Jackie Wilson,That’s Why,1959
237,Falcons,You’re So Fine,1959
238,Bobby Rydell,Kissin’ Time,1959
239,Elvis Presley,My Wish Came True,1959
240,Ivo Robic,Morgen,1959
241,Jan and Dean,Baby Talk,1959
242,Preston Epps,Bongo Rock,1959
243,Everly Brothers,Take A Message To Mary,1959
244,Mormon Tabernacle Choir,Battle Hymn Of The Republic,1959
245,Ernie Fields Orchestra,In The Mood,1959
246,Paul Evans and The Curls, Sitting In The Back Seat,1959
247,Percy Faith,Theme From “A Summer Place”,1960
248,Jim Reeves,He’ll Have To Go,1960
249,Everly Brothers,Cathy’s Clown,1960
250,Johnny Preston,Running Bear,1960
251,Mark Dinning,Teen Angel,1960
252,Brenda Lee,I’m Sorry,1960
253,Elvis Presley,It’s Now Or Never,1960
254,Jimmy Jones,Handy Man,1960
255,Elvis Presley,Stuck On You,1960
256,Chubby Checker,The Twist,1960
257,Connie Francis,Everybody’s Somebody’s Fool,1960
258,Bobby Rydell,Wild One,1960
259,Brothers Four,Greenfields,1960
260,Jack Scott,What In The World’s Come Over You,1960
261,Marty Robbins,El Paso,1960
262,Hollywood Argyles,Alley-oop,1960
263,Connie Francis,My Heart Has A Mind Of Its Own,1960
264,Brenda Lee,Sweet Nothin’s,1960
265,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,1960
266,Roy Orbison,Only The Lonely,1960
267,Dion and The Belmonts,Where Or When,1960
268,Connie Stevens,Sixteen Reasons,1960
269,Paul Anka,Puppy Love,1960
270,Frankie Avalon,Why,1960
271,Ventures,"Walk, Dont Run",1960
272,Drifters,Save The Last Dance For Me,1960
273,Brook Benton and Dinah Washington,Baby,1960
274,Johnny Horton,Sink The Bismark,1960
275,Sam Cooke,Chain Gang,1960
276,Everly Brothers,Let It Be Me,1960
277,Jimmy Jones,Good Timin’,1960
278,Bobby Darin,Beyond The Sea,1960
279,Jimmy Clanton,Go Jimmy Go,1960
280,Jackie Wilson,Night,1960
281,Jack Scott,Burning Bridges,1960
282,Toni Fisher,The Big Hurt,1960
283,Duane Eddy,Because They’re Young,1960
284,Conway Twitty,Lonely Blue Boy,1960
285,Steve Lawrence,Pretty Blue Eyes,1960
286,Freddie Cannon,Way Down Yonder In New Orleans,1960
287,Anita Bryant,Paper Roses,1960
288,Larry Verne,Mr. Custer,1960
289,Brenda Lee,I Want To Be Wanted,1960
290,Fendermen,Mule Skinner Blues,1960
291,Johnny Preston,Cradle Of Love,1960
292,Marv Johnson,You’ve Got What It Takes,1960
293,Hank Locklin,"Please Help Me, I’m Falling",1960
294,Ron Holden,Love You So,1960
295,Hank Ballard and The Midnighters,Finger Poppin’ Time,1960
296,Platters,Harbor Lights,1960
297,Billy Bland,Let The Little Girl Dance,1960
298,Jeanne Black,He’ll Have To Stay,1960
299,Ferrante and Teicher,Theme From The Apartment,1960
301,Jimmy Charles,A Million To One,1960
302,Andy Williams,The Village Of St. Bernadette,1960
304,Bill Black’s Combo,White Silver Sands,1960
305,Bobby Vee,Devil Or Angel,1960
306,Four Preps,Down By The Station,1960
307,Little Dippers,Forever,1960
308,Safaris and The Phantom’s Band,Image Of A Girl,1960
309,Brook Benton,Kiddio,1960
310,Donnie Brooks,Mission Bell,1960
311,Marv Johnson,I Love The Way You Love,1960
312,Paul Anka,It’s Time To Cry,1960
313,Ray Peterson,Tell Laura I Love Her,1960
314,Connie Francis,Mama,1960
315,Steve Lawrence,Footsteps,1960
316,Everly Brothers,So Sad,1960
317,Brenda Lee,That’s All You Gotta Do,1960
318,Fats Domino,Walking To New Orleans,1960
319,Connie Francis,Among My Souvenirs,1960
320,Bobby Rydell,Swingin’ School,1960
321,Dinah Washington and Brook Benton,A Rockin’ Good Way,1960
322,Neil Sedaka,Stairway To Heaven,1960
323,Paul Anka,My Home Town,1960
324,Ray Charles,Georgia On My Mind,1960
325,Skip and Flip,Cherry Pie,1960
326,Sam Cooke,Wonderful World,1960
327,Spencer Ross,Tracy’s Theme,1960
328,Lloyd Price,Lady Luck,1960
329,Crests,Step By Step,1960
330,Paul Evans,Happy-Go-Lucky Me,1960
331,Ricky Nelson,Young Emotions,1960
332,Johnny Burnette,Dreamin’,1960
333,Johnny Tillotson,Poetry In Motion,1960
334,Annette,O Dio Mio,1960
335,Joe Jones,You Talk Too Much,1960
336,Johnny and The Hurricanes,Beatnik Fly,1960
337,Everly Brothers,When Will I Be Loved,1960
338,Bob Luman,Let’s Think About Livin’,1960
340,Anita Bryant,In My Little Corner Of The World,1960
341,Jackie Wilson,Doggin’ Around,1960
342,Bobby Rydell,Little Bitty Girl,1960
343,Barret Strong,Money,1960
344,Maurice Williams,Stay,1960
345,Charlie Rich,Lonely Weekends,1960
346,Larry Hall,Sandy,1960
347,Bobby Lewis,Tossin’ And Turnin’,1961
348,Patsy Cline,I Fall To Pieces,1961
349,Highwaymen,Michael,1961
350,Roy Orbison,Cryin’,1961
351,Del Shannon,Runaway,1961
352,Jive Five,My True Story,1961
353,Chubby Checker,Pony Time,1961
354,String-a-longs,Wheels,1961
355,Dee Clark,Raindrops,1961
356,Joe Dowell,Wooden Heart,1961
357,Lawrence Welk,Calcutta,1961
358,Bobby Vee,Take Good Care Of My Baby,1961
359,Roy Orbison,Running Scared,1961
360,The Shirelles,Dedicated To The One I Love,1961
361,Mar-keys,Last Night,1961
362,Shirelles, Tomorrow,1961
363,Ferrante and Teicher,Exodus,1961
364,Connie Francis,Where The Boys Are,1961
365,Ray Charles,Hit The Road Jack,1961
366,Sue Thompson,Sad Movies,1961
367,Ernie K-Doe,Mother-In-Law,1961
368,Dovells,Bristol Stomp,1961
369,Ricky Nelson,Travelin’ Man,1961
370,Miracles,Shop Around,1961
371,Brook Benton,The Boll Weevil Song,1961
372,Gene Mcdaniels,A Hundred Pounds Of Clay,1961
373,Dick and Deedee,The Mountain’s High,1961
374,Marty Robbins,Don’t Worry,1961
375,Floyd Cramer,On The Rebound,1961
376,Steve Lawrence,Portrait Op My Love,1961
377,Gary,Quarter To Three,1961
378,Barry Mann,Who Put The Bomp,1961
379,Neil Sedaka,Calendar Girl,1961
380,Chris Kenner,I Like It Like That,1961
381,Jørgen Ingmann,Apache,1961
382,Linda Scott,Don’t Bet Money Honey,1961
383,Johnny Tillotson,Without You,1961
384,Ferlin Husky,Wings Of A Dove,1961
385,Elvis Presley,Little Sister,1961
386,Marcels,Blue Moon,1961
387,Shep and The Limelites,Daddy’s Home,1961
388,Troy Shondell,This Time,1961
389,Clarence “Frog Man” Henry,I Don’t Know Why But I Do,1961
390,Kokomo,Asia Minor,1961
391,Faron Young,Hello Walls,1961
392,Dion,Runaround Sue,1961
393,Arthur Lyman,Yellow Bird,1961
394,Timi Yuro,Hurt,1961
395,Ricky Nelson,Hello Mary Lou,1961
396,Capris,There’s A Moon Out Tonight,1961
397,Elvis Presley,Surrender,1961
398,Paris Sisters,I Love How You Love Me,1961
399,Lee Dorsey,Ya Ya,1961
400,Gary,School Is Out,1961
401,Bob Moore,Mexico,1961
402,Ral Donner,You Don’t Know What You’ve Got,1961
403,Everly Brothers,Walk Right Back,1961
404,Lettermen,The Way You Look Tonight,1961
405,Pat Boone,Moody River,1961
406,Ray Charles,One Mint Julep,1961
407,Adam Wade,Take Good Care Of Her,1961
408,Carla Thomas,Gee Whiz,1961
409,Ben E. King,Stand By Me,1961
410,Ben E. King,Spanish Harlem,1961
411,Ike and Tina Turner,It’s Gonna Work Out Fine,1961
412,Echoes,Baby Blue,1961
413,Buzz Clifford,Baby Sittin’ Boogie,1961
414,Del Shannon,Hats Off To Larry,1961
415,Caesar and The Romans,Those Oldies But Goodies,1961
416,Chubby Checker,The Fly,1961
417,Elvis Presley, His Latest Flame,1961
418,Bert Kaempfert and His Orch.,Wonderland By Night,1961
419,Tony Orlando,Bless You,1961
420,Linda Scott,I’ve Told Every Little Star,1961
421,Bobby Lewis,One Track Mind,1961
422,Rosie and The Originals,Angel Baby,1961
423,Curtis Lee,Pretty Little Angel Eyes,1961
424,Brook Benton,Think Twice,1961
425,Lonnie Donegan,Does Your Chewing Gum Lose Its Flavor,1961
426,Connie Francis,Breakin’ In A Brand New Broken Heart,1961
427,Shirelles,Mama Said,1961
428,Fats Domino,Let The Four Winds Blow,1961
429,Adam Wade,The Writing On The Wall,1961
430,Matt Monroe,My Kind Of Girl,1961
431,Paul Anka,"Tonight My Love, Tonight",1961
432,Jimmy Dean,Big Bad John,1961
433,Bobby Rydell,Good Time Baby,1961
434,Floyd Cramer,San Antonio Rose,1961
435,Bobby Vee,Rubber Ball,1961
436,Ray Peterson,Missing You,1961
437,Brenda Lee,Dum Dum,1961
438,Eddie Hodges,I’m Gonna Knock On Your Door,1961
439,Brenda Lee,You Can Depend On Me,1961
440,Chubby Checker,Let’s Twist Again,1961
441,Dave Brubeck,Take Five,1961
442,Elvis Presley,Are You Lonesome Tonight,1961
443,Don Gibson,Sea Of Heartbreak,1961
444,Four Preps,More Money For You And Me Medley,1961
445,Bobby Darin,You Must Have Been A Beautiful Baby,1961
446,Drifters,Please Stay,1961
447,Mr. Acker Bilk,Stranger On The Shore,1962
448,Ray Charles,I Can’t Stop Loving You,1962
449,Dee Dee Sharp,Mashed Potato Time,1962
450,Bobby Vinton,Roses Are Red,1962
451,David Rose,The Stripper,1962
452,Shelley Fabares,Johnny Angel,1962
453,Little Eva,The Loco-Motion,1962
454,Sensations,Let Me In,1962
456,Shirelles,Soldier Boy,1962
457,Bruce Channel,Hey! Baby,1962
458,Dion,The Wanderer,1962
459,Gene Chandler,Duke Of Earl,1962
460,Freddy Cannon,Palisades Park,1962
461,Neil Sedaka,Breaking Up Is Hard To Do,1962
462,Claude King,Wolverton Mountain,1962
463,Chubby Checker,Slow Twistin’,1962
464,Johnny Tillotson,It Keeps Right On A-hurtin’,1962
465,Mary Wells,The One Who Really Loves You,1962
466,Elvis Presley,Good Luck Charm,1962
467,Kenny Ball,Midnight In Moscow,1962
468,Tommy Roe,Sheila,1962
469,Sam Cooke,Twistin’ The Night Away,1962
470,Orlons,Wah-Watusi,1962
471,Joey Dee and The Starlighters,Peppermint Twist,1962
472,Brenda Lee,Break It To Me Gently,1962
473,Marvelettes,Playboy,1962
474,Nat King Cole,Ramblin’ Rose,1962
475,Brian Hyland,Sealed With A Kiss,1962
476,Jay and The Americans,She Cried,1962
477,Connie Francis,Don’t Break The Heart That Loves You,1962
478,Gary U.S. Bonds,Dear Lady Twist,1962
479,Sue Thompson,Norman,1962
480,Ketty Lester,Love Letters,1962
481,Claudine Clark,Party Lights,1962
482,Highwaymen,Cotton Fields,1962
483,Bent Fabric,Alley Cat,1962
484,The Isley Brothers,Twist And Shout,1962
485,Richard Chamberlain,Theme From Dr. Kildare,1962
486,Ace Cannon,Tuff,1962
487,Clyde Mcphatter,"Lover, Please",1962
488,Barbara George,I Know,1962
489,Rick Nelson,Young World,1962
490,Shirelles,Baby It’s You,1962
491,Pat Boone,Speedy Gonzales,1962
492,Burl Ives,A Little Bitty Tear,1962
493,Everly Brothers,Crying In The Rain,1962
494,Emillo Pericoli,Al Di La’,1962
495,Ernie Maresca,Shout! Shout!,1962
496,Don and Juan,What’s Your Name,1962
497,Corsairs,Smoky Places,1962
498,Sam Cooke,Having A Party,1962
499,Booker T and The MG’s,Green Onions,1962
500,Ray Charles,You Don’t Know Me,1962
501,Four Seasons,Sherry,1962
502,Joanie Sommers,Johnny Get Angry,1962
503,Elvis Presley,Can’t Help Falling In Love,1962
504,Joey Dee,Shout,1962
505,Dave “Baby” Cortez,Rinky Dink,1962
506,Henry Mancini,Moon River,1962
507,Ray Stevens,Ahab The Arab,1962
508,Bobby Darin,Things,1962
509,Gene Pitney,The Man Who Shot Liberty Valance,1962
510,Duprees,You Belong To Me,1962
511,Roy Orbison,Dream Baby,1962
512,Joe Henderson,Snap Your Fingers,1962
513,Dion,Lovers Who Wander,1962
514,Chris Montez,Let’s Dance,1962
515,Johnny Crawford,Cindy’s Birthday,1962
516,Mary Wells,You Beat Me To The Punch,1962
517,Barbara Lynn,You’ll Lose A Good Thing,1962
518,Crystals,Uptown,1962
519,Brenda Lee,Everybody Loves Me But You,1962
520,Dickie Lee,Patches,1962
521,Jimmy Clanton,Venus In Blue Jeans,1962
522,Paul Anka,Love Me Warm And Tender,1962
523,Rick Nelson,Teen Age Idol,1962
524,Patsy Cline,She’s Got You,1962
525,Larry Finnegan,Dear One,1962
526,James Darren,Her Royal Majesty,1962
527,Walter Brennan,Old Rivers,1962
528,Burl Ives,Funny Way Of Laughin’,1962
529,Billy Vaughn,A Swingin’ Safari,1962
530,Dick and Deedee,Tell Me,1962
531,Jimmy Dean,P.T. 109,1962
532,Dion,Little Diane,1962
533,Billy Joe and The Checkmates,Percolator,1962
534,Gary U.S. Bonds,"Twist, Twist Senora",1962
535,Jimmy Soul,Twistin’ Matilda,1962
536,Dee Dee Sharp,Gravy,1962
537,Jimmy Smith,Walk On The Wild Side,1962
538,King Curtis,Soul Twist,1962
539,Bobby Rydell,I’ll Never Dance Again,1962
540,Ikettes,I’m Blue,1962
541,Kingston Trio,Where Have All The Flowers Gone,1962
542,Eddie Hodges, Were Made To Love,1962
543,Gene Pitney,Town Without Pity,1962
544,"Peter, Paul and Mary",If I Had A Hammer,1962
545,Ronnie and The Hi-lites,I Wish That We Were Married,1962
546,Beach Boys,Surfin’ Safari,1962
547,Jimmy Gilmer and The Fireballs,Sugar Shack,1963
548,Beach Boys,Surfin’ U.S.A.,1963
549,Skeeter Davis,The End Of The World,1963
550,Cascades,Rhythm Of The Rain,1963
551,Chiffons,He’s So Fine,1963
552,Bobby Vinton,Blue Velvet,1963
553,Paul and Paula,Hey Paula,1963
554,Little Stevie Wonder,Fingertips II,1963
555,Village Stompers,Washington Square,1963
556,Impressions,It’s All Right,1963
557,Andy Williams,Can’t Get Used To Losing You,1963
558,Angels,My Boyfriend’s Back,1963
559,Kyu Sakamoto,Sukiyaki,1963
560,Lesley Gore,She’s A Fool,1963
561,Tymes,So Much In Love,1963
562,"Peter, Paul and Mary",Puff,1963
563,"Peter, Paul and Mary",Blowin’ In The Wind,1963
564,Dale and Grace,I’m Leaving It Up To You,1963
565,Nino Tempo and April Stevens,Deep Purple,1963
566,The Surfaris,Wipe Out,1963
567,Al Martino,I Love You Because,1963
568,Rebels,Wild Weekend,1963
569,Bobby Darin,You’re The Reason I’m Living,1963
570,Four Seasons,Walk Like A Man,1963
571,Inez Foxx,Mockingbird,1963
572,Little Peggy March,I Will Follow Him,1963
573,Chantays,Pipeline,1963
574,Jan and Dean,Surf City,1963
575,Lesley Gore,It’s My Party,1963
576,Eydie Gorme,Blame It On The Bossa Nova,1963
577,Dovells,You Can’t Sit Down,1963
578,Martha and The Vandellas,Heat Wave,1963
579,Randy and The Rainbows,Denise,1963
580,Rooftop Singers,Walk Right In,1963
581,Jimmy Soul,If You Wanna Be Happy,1963
582,Beach Boys,Surfer Girl,1963
584,Tommy Roe,Everybody,1963
585,Essex,Easier Said Than Done,1963
586,Dion,Ruby Baby,1963
587,Los Indios Tabajaras,Maria Elena,1963
588,Ruby and The Romantics,Our Day Will Come,1963
589,Skeeter Davis,I Can’t Stay Mad At You,1963
590,Barbara Lewis,"Hello, Stranger",1963
591,Ronettes,Be My Baby,1963
592,Roy Orbison,Mean Woman Blues,1963
593,Orlons,South Street,1963
594,Henry Mancini,Days Of Wine And Roses,1963
595,Major Lance,The Monkey Time,1963
596,Four Seasons,Candy Girl,1963
597,Bill Anderson,Still,1963
598,Bobby Vinton,Blue On Blue,1963
599,Garnet Mimms and The Enchanters,Cry Baby,1963
600,Lou Christie,Two Faces Have I,1963
601,Ray Charles,Busted,1963
602,Crystals,Da Doo Ron Ron,1963
603,Shirelles,Foolish Little Girl,1963
604,Lonnie Mack,Memphis,1963
605,Roy Orbison,In Dreams,1963
606,Kal Winding,More,1963
607,Rick Nelson,Fools Rush In,1963
608,Brenda Lee,Losing You,1963
609,Bill Pursell,Our Winter Love,1963
610,Tony Bennett,I Wanna Be Around,1963
611,Miracles,You’ve Really Got A Hold On Me,1963
612,Jaynetts,Sally Go ‘Round The Roses,1963
613,Sam Cooke,Little Red Rooster,1963
614,Crystals,Then He Kissed Me,1963
615,Elvis Presley, Devil In Disguise,1963
616,Nat King Cole,Those Lazy Hazy Crazy Days Of Summer,1963
617,Jackie Wilson,Baby Workout,1963
618,Marvin Gaye,Pride And Joy,1963
619,Rufus Thomas,Walking The Dog,1963
620,Ned Miller,From A Jack To A King,1963
621,Drifters,Up On The Roof,1963
622,Johnny Mathis,What Will My Mary Say,1963
623,Jan Bradley,Mama Didn’t Lie,1963
624,Bobby Vee,The Night Has A Thousand Eyes,1963
625,The Cookies,Don’t Say Nothin’ Bad About My Baby,1963
626,Johnny Cash,Ring Of Fire,1963
627,Doris Troy,Just One Look,1963
628,Allan Sherman,"Hello Muddah, Hello Fadduh!",1963
629,Lesley Gore,Judy’s Turn To Cry,1963
630,Roll Harris,"Tie Me Kangaroo Down, Sport",1963
631,Miracles,Mickey’s Monkey,1963
632,Dion,"Donna, The Prima Donna",1963
633,Nat King Cole,"That Sunday, That Summer",1963
634,Sam Cooke,Another Saturday Night,1963
635,Al Martino,"Painted, Tainted Rose",1963
636,Dixiebelles With Cornbread and Jerry, Papa Joe’s,1963
637,Steve Lawrence,Go Away Little Girl,1963
638,Ray Charles,Take These Chains From My Heart,1963
639,Sunny and The Sunglows,Talk To Me,1963
640,Martha and The Vandellas,Come And Get These Memories,1963
641,Elvis Presley,Bossa Nova Baby,1963
642,Dee Dee Sharp,Do The Bird,1963
643,Beach Boys,Shut Down,1963
644,Chiffons,One Fine Day,1963
645,Bobby Bare,500 Miles Away From Home,1963
646,Del Shannon,Little Town Flirt,1963
647,Beatles,I Want To Hold Your Hand,1964
648,Beatles,She Loves You,1964
649,Louis Armstrong,"Hello, Dolly!",1964
