,Artist,Title,Year
11,Paul Anka,Put Your Head On My Shoulder,1959
12,Lloyd Price,Stagger Lee,1959
13,Ritchie Valens,Donna,1959
14,Dodie Stevens,Pink Shoelaces,1959
15,Platters,Smoke Gets In Your Eyes,1959
16,The Coasters,Charlie Brown,1959
17,Martin Denny,Quiet Village,1959
18,Carl Dobkins Jr.,My Heart Is An Open Book,1959
19,Everly Brothers,(‘Til) I Kissed You,1959
20,Phil Phillips and The Twilights,Sea Of Love,1959
21,Dave “Baby” Cortez,The Happy Organ,1959
22,Lloyd Price,I’m Gonna Get Married,1959
23,Impalas,Sorry (I Ran All The Way Home),1959
24,Dion and The Belmonts,A Teenager In Love,1959
25,Crests,16 Candles,1959
26,Brook Benton,It’s Just A Matter Of Time,1959
27,Connie Francis,Lipstick On Your Collar,1959
28,Drifters,There Goes My Baby,1959
29,Elvis Presley,A Big Hunk O’ Love,1959
30,Johnny and The Hurricanes,Red River Rock,1959
31,Stonewall Jackson,Waterloo,1959
32,Sammy Turner,Lavender Blue (Dilly Dilly),1959
33,Elvis Presley,(Now And Then There’s) A Fool Such As I,1959
34,The Virtues,Guitar Boogie Shuffle,1959
35,Sandy Nelson,Teen Beat,1959
36,Edward Burns and Connie Stevens,Kookie Kookie (Lend Me Your Comb),1959
37,Thomas Wayne,Tragedy,1959
38,Connie Francis,My Happiness,1959
39,Freddie Cannon,Talahassee Lassie,1959
40,Fabian,Tiger,1959
41,Ricky Nelson,Never Be Anyone Else But You,1959
42,Della Reese,Don’t You Know,1959
43,Elvis Presley,I Need Your Love Tonight,1959
44,Dinah Washington,What A Diff’rence A Day Makes,1959
45,Bill Parsons,The All American Boy,1959
46,Jerry Wallace,Primrose Lane,1959
47,David Seville and The Chipmunks,Alvin’s Harmonica,1959
48,Andy Williams,Lonely Street,1959
49,Ray Charles,What’d I Say,1959
50,Sarah Vaughan,Broken-hearted Melody,1959
51,Franck Pourcel,Only You,1959
52,Billy Grammer,Gotta Travel On,1959
53,Coasters,Poison Ivy,1959
54,Fabian,Turn Me Loose,1959
55,Jackie Wilson,Lonely Teardrops,1959
56,Andy Williams,Hawaiian Wedding Song,1959
57,Duane Eddy,Forty Miles Of Bad Road,1959
58,Frankie Avalon,Just Ask Your Heart,1959
59,Travis and Bob,Tell Him No,1959
60,Connie Francis,Frankie,1959
61,The Bell Notes,I’ve Had It,1959
62,Lavern Baker,I Cried A Tear,1959
63,Platters,Enchanted,1959
64,Skyliners,Since I Don’t Have You,1959
65,Ray Anthony,Peter Gunn Theme,1959
66,David Seville and The Chipmunks,The Chipmunk Song,1959
67,Fats Domino,I Want To Walk You Home,1959
68,Fiestas,So Fine,1959
69,Frankie Avalon,Bobby Sox To Stockings,1959
70,Wink Martindale,Deck Of Cards,1959
71,Clyde Mcphatter,A Lover’s Question,1959
72,Flamingos,I Only Have Eyes For You,1959
73,Ricky Nelson,It’s Late,1959
74,Chris Barber’s Jazz Band,Petite Fleur,1959
75,Annette,Tall Paul,1959
76,Kingston Trio,The Tijuana Jail,1959
77,Ricky Nelson,Just A Little Too Much,1959
78,Jack Scott,Goodbye Baby,1959
79,Coasters,Along Came Jones,1959
80,Tommy Dee and Carol Kay,Three Stars,1959
81,Frankie Avalon,A Boy Without A Girl,1959
82,Ricky Nelson,Sweeter Than You,1959
83,Skip and Flip,It Was I,1959
84,Kathy Linden,"Goodbye, Jimmy, Goodbye",1959
85,Reg Owens Orch.,Manhattan Spiritual,1959
86,Brook Benton,Endlessly,1959
87,Guy Mitchell,Heartaches By The Number,1959
88,Frankie Ford,Sea Cruise,1959
89,Jackie Wilson,That’s Why,1959
90,Falcons,You’re So Fine,1959
91,Bobby Rydell,Kissin’ Time,1959
92,Elvis Presley,My Wish Came True,1959
93,Ivo Robic,Morgen,1959
94,Jan and Dean,Baby Talk,1959
95,Preston Epps,Bongo Rock,1959
96,Everly Brothers,Take A Message To Mary,1959
97,Mormon Tabernacle Choir,Battle Hymn Of The Republic,1959
98,Ernie Fields Orchestra,In The Mood,1959
99,Paul Evans and The Curls,(Seven Little Girls) Sitting In The Back Seat,1959
0,Percy Faith,Theme From “A Summer Place”,1960
1,Jim Reeves,He’ll Have To Go,1960
2,Everly Brothers,Cathy’s Clown,1960
3,Johnny Preston,Running Bear,1960
4,Mark Dinning,Teen Angel,1960
5,Brenda Lee,I’m Sorry,1960
6,Elvis Presley,It’s Now Or Never,1960
7,Jimmy Jones,Handy Man,1960
8,Elvis Presley,Stuck On You,1960
9,Chubby Checker,The Twist,1960
10,Connie Francis,Everybody’s Somebody’s Fool,1960
11,Bobby Rydell,Wild One,1960
12,Brothers Four,Greenfields,1960
13,Jack Scott,What In The World’s Come Over You,1960
14,Marty Robbins,El Paso,1960
15,Hollywood Argyles,Alley-oop,1960
16,Connie Francis,My Heart Has A Mind Of Its Own,1960
17,Brenda Lee,Sweet Nothin’s,1960
18,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,1960
19,Roy Orbison,Only The Lonely,1960
20,Dion and The Belmonts,Where Or When,1960
21,Connie Stevens,Sixteen Reasons,1960
22,Paul Anka,Puppy Love,1960
23,Frankie Avalon,Why,1960
24,Ventures,"Walk, Dont Run",1960
25,Drifters,Save The Last Dance For Me,1960
26,Brook Benton and Dinah Washington,Baby (You Got What It Takes),1960
27,Johnny Horton,Sink The Bismark,1960
28,Sam Cooke,Chain Gang,1960
29,Everly Brothers,Let It Be Me,1960
30,Jimmy Jones,Good Timin’,1960
31,Bobby Darin,Beyond The Sea,1960
32,Jimmy Clanton,Go Jimmy Go,1960
33,Jackie Wilson,Night,1960
34,Jack Scott,Burning Bridges,1960
35,Toni Fisher,The Big Hurt,1960
36,Duane Eddy,Because They’re Young,1960
37,Conway Twitty,Lonely Blue Boy,1960
38,Steve Lawrence,Pretty Blue Eyes,1960
39,Freddie Cannon,Way Down Yonder In New Orleans,1960
40,Anita Bryant,Paper Roses,1960
41,Larry Verne,Mr. Custer,1960
42,Brenda Lee,I Want To Be Wanted,1960
43,Fendermen,Mule Skinner Blues,1960
44,Johnny Preston,Cradle Of Love,1960
45,Marv Johnson,You’ve Got What It Takes,1960
46,Hank Locklin,"Please Help Me, I’m Falling",1960
47,Ron Holden,Love You So,1960
48,Hank Ballard and The Midnighters,Finger Poppin’ Time,1960
49,Platters,Harbor Lights,1960
50,Billy Bland,Let The Little Girl Dance,1960
51,Jeanne Black,He’ll Have To Stay,1960
52,Ferrante and Teicher,Theme From The Apartment,1960
53,Bobby Rydell,Volare (Nel Blu Dipinto Di Blu),1960
54,Jimmy Charles,A Million To One,1960
55,Andy Williams,The Village Of St. Bernadette,1960
56,The Browns,The Old Lamplighter,1960
57,Bill Black’s Combo,White Silver Sands,1960
58,Bobby Vee,Devil Or Angel,1960
59,Four Preps,Down By The Station,1960
60,Little Dippers,Forever,1960
61,Safaris and The Phantom’s Band,Image Of A Girl,1960
62,Brook Benton,Kiddio,1960
63,Donnie Brooks,Mission Bell,1960
64,Marv Johnson,I Love The Way You Love,1960
65,Paul Anka,It’s Time To Cry,1960
66,Ray Peterson,Tell Laura I Love Her,1960
67,Connie Francis,Mama,1960
68,Steve Lawrence,Footsteps,1960
69,Everly Brothers,So Sad,1960
70,Brenda Lee,That’s All You Gotta Do,1960
71,Fats Domino,Walking To New Orleans,1960
72,Connie Francis,Among My Souvenirs,1960
73,Bobby Rydell,Swingin’ School,1960
74,Dinah Washington and Brook Benton,A Rockin’ Good Way,1960
75,Neil Sedaka,Stairway To Heaven,1960
76,Paul Anka,My Home Town,1960
77,Ray Charles,Georgia On My Mind,1960
78,Skip and Flip,Cherry Pie,1960
79,Sam Cooke,Wonderful World,1960
80,Spencer Ross,Tracy’s Theme,1960
81,Lloyd Price,Lady Luck,1960
82,Crests,Step By Step,1960
83,Paul Evans,Happy-Go-Lucky Me,1960
84,Ricky Nelson,Young Emotions,1960
85,Johnny Burnette,Dreamin’,1960
86,Johnny Tillotson,Poetry In Motion,1960
87,Annette,O Dio Mio,1960
88,Joe Jones,You Talk Too Much,1960
89,Johnny and The Hurricanes,Beatnik Fly,1960
90,Everly Brothers,When Will I Be Loved,1960
91,Bob Luman,Let’s Think About Livin’,1960
92,Guy Mitchell,Heartaches By The Number,1960
93,Anita Bryant,In My Little Corner Of The World,1960
94,Jackie Wilson,Doggin’ Around,1960
95,Bobby Rydell,Little Bitty Girl,1960
96,Barret Strong,Money,1960
97,Maurice Williams,Stay,1960
98,Charlie Rich,Lonely Weekends,1960
99,Larry Hall,Sandy,1960
0,Bobby Lewis,Tossin’ And Turnin’,1961
1,Patsy Cline,I Fall To Pieces,1961
2,Highwaymen,Michael,1961
3,Roy Orbison,Cryin’,1961
4,Del Shannon,Runaway,1961
5,Jive Five,My True Story,1961
6,Chubby Checker,Pony Time,1961
7,String-a-longs,Wheels,1961
8,Dee Clark,Raindrops,1961
9,Joe Dowell,Wooden Heart (Muss I Denn),1961
10,Lawrence Welk,Calcutta,1961
11,Bobby Vee,Take Good Care Of My Baby,1961
12,Roy Orbison,Running Scared,1961
13,The Shirelles,Dedicated To The One I Love,1961
14,Mar-keys,Last Night,1961
15,Shirelles,(Will You Love Me) Tomorrow,1961
16,Ferrante and Teicher,Exodus,1961
17,Connie Francis,Where The Boys Are,1961
18,Ray Charles,Hit The Road Jack,1961
19,Sue Thompson,Sad Movies (Make Me Cry),1961
20,Ernie K-Doe,Mother-In-Law,1961
21,Dovells,Bristol Stomp,1961
22,Ricky Nelson,Travelin’ Man,1961
23,Miracles,Shop Around,1961
24,Brook Benton,The Boll Weevil Song,1961
25,Gene Mcdaniels,A Hundred Pounds Of Clay,1961
26,Dick and Deedee,The Mountain’s High,1961
27,Marty Robbins,Don’t Worry,1961
28,Floyd Cramer,On The Rebound,1961
29,Steve Lawrence,Portrait Op My Love,1961
30,Gary,Quarter To Three,1961
31,Barry Mann,"Who Put The Bomp (In The Bomp, Bomp, Bomp)",1961
32,Neil Sedaka,Calendar Girl,1961
33,Chris Kenner,I Like It Like That,1961
34,Jørgen Ingmann,Apache,1961
35,Linda Scott,Don’t Bet Money Honey,1961
36,Johnny Tillotson,Without You,1961
37,Ferlin Husky,Wings Of A Dove,1961
38,Elvis Presley,Little Sister,1961
39,Marcels,Blue Moon,1961
40,Shep and The Limelites,Daddy’s Home,1961
41,Troy Shondell,This Time,1961
42,Clarence “Frog Man” Henry,I Don’t Know Why But I Do,1961
43,Kokomo,Asia Minor,1961
44,Faron Young,Hello Walls,1961
45,Dion,Runaround Sue,1961
46,Arthur Lyman,Yellow Bird,1961
47,Timi Yuro,Hurt,1961
48,Ricky Nelson,Hello Mary Lou,1961
49,Capris,There’s A Moon Out Tonight,1961
50,Elvis Presley,Surrender,1961
51,Paris Sisters,I Love How You Love Me,1961
52,Lee Dorsey,Ya Ya,1961
53,Gary,School Is Out,1961
54,Bob Moore,Mexico,1961
55,Ral Donner,You Don’t Know What You’ve Got (Until You Lose It),1961
56,Everly Brothers,Walk Right Back,1961
57,Lettermen,The Way You Look Tonight,1961
58,Pat Boone,Moody River,1961
59,Ray Charles,One Mint Julep,1961
60,Adam Wade,Take Good Care Of Her,1961
61,Carla Thomas,Gee Whiz (Look At His Eyes),1961
62,Ben E. King,Stand By Me,1961
63,Ben E. King,Spanish Harlem,1961
64,Ike and Tina Turner,It’s Gonna Work Out Fine,1961
65,Echoes,Baby Blue,1961
66,Buzz Clifford,Baby Sittin’ Boogie,1961
67,Del Shannon,Hats Off To Larry,1961
68,Caesar and The Romans,Those Oldies But Goodies,1961
69,Chubby Checker,The Fly,1961
70,Elvis Presley,(Marie’s The Name) His Latest Flame,1961
71,Bert Kaempfert and His Orch.,Wonderland By Night,1961
72,Tony Orlando,Bless You,1961
73,Linda Scott,I’ve Told Every Little Star,1961
74,Bobby Lewis,One Track Mind,1961
75,Rosie and The Originals,Angel Baby,1961
76,Curtis Lee,Pretty Little Angel Eyes,1961
77,Brook Benton,Think Twice,1961
78,Lonnie Donegan,Does Your Chewing Gum Lose Its Flavor (On The Bedpost Overnight),1961
79,Connie Francis,Breakin’ In A Brand New Broken Heart,1961
80,Shirelles,Mama Said,1961
81,Fats Domino,Let The Four Winds Blow,1961
82,Adam Wade,The Writing On The Wall,1961
83,Matt Monroe,My Kind Of Girl,1961
84,Paul Anka,"Tonight My Love, Tonight",1961
85,Jimmy Dean,Big Bad John,1961
86,Bobby Rydell,Good Time Baby,1961
87,Floyd Cramer,San Antonio Rose,1961
88,Bobby Vee,Rubber Ball,1961
89,Ray Peterson,Missing You,1961
90,Brenda Lee,Dum Dum,1961
91,Eddie Hodges,I’m Gonna Knock On Your Door,1961
92,Brenda Lee,You Can Depend On Me,1961
93,Chubby Checker,Let’s Twist Again,1961
94,Dave Brubeck,Take Five,1961
95,Elvis Presley,Are You Lonesome Tonight,1961
96,Don Gibson,Sea Of Heartbreak,1961
97,Four Preps,More Money For You And Me Medley,1961
98,Bobby Darin,You Must Have Been A Beautiful Baby,1961
99,Drifters,Please Stay,1961
0,Mr. Acker Bilk,Stranger On The Shore,1962
1,Ray Charles,I Can’t Stop Loving You,1962
2,Dee Dee Sharp,Mashed Potato Time,1962
3,Bobby Vinton,Roses Are Red,1962
4,David Rose,The Stripper,1962
5,Shelley Fabares,Johnny Angel,1962
6,Little Eva,The Loco-Motion,1962
7,Sensations,Let Me In,1962
8,Chubby Checker,The Twist,1962
9,Shirelles,Soldier Boy,1962
10,Bruce Channel,Hey! Baby,1962
11,Dion,The Wanderer,1962
12,Gene Chandler,Duke Of Earl,1962
13,Freddy Cannon,Palisades Park,1962
14,Neil Sedaka,Breaking Up Is Hard To Do,1962
15,Claude King,Wolverton Mountain,1962
16,Chubby Checker,Slow Twistin’,1962
17,Johnny Tillotson,It Keeps Right On A-hurtin’,1962
18,Mary Wells,The One Who Really Loves You,1962
19,Elvis Presley,Good Luck Charm,1962
20,Kenny Ball,Midnight In Moscow,1962
21,Tommy Roe,Sheila,1962
22,Sam Cooke,Twistin’ The Night Away,1962
23,Orlons,Wah-Watusi,1962
24,Joey Dee and The Starlighters,Peppermint Twist,1962
25,Brenda Lee,Break It To Me Gently,1962
26,Marvelettes,Playboy,1962
27,Nat King Cole,Ramblin’ Rose,1962
28,Brian Hyland,Sealed With A Kiss,1962
29,Jay and The Americans,She Cried,1962
30,Connie Francis,Don’t Break The Heart That Loves You,1962
31,Gary U.S. Bonds,Dear Lady Twist,1962
32,Sue Thompson,Norman,1962
33,Ketty Lester,Love Letters,1962
34,Claudine Clark,Party Lights,1962
35,Highwaymen,Cotton Fields,1962
36,Bent Fabric,Alley Cat,1962
37,The Isley Brothers,Twist And Shout,1962
38,Richard Chamberlain,Theme From Dr. Kildare,1962
39,Ace Cannon,Tuff,1962
40,Clyde Mcphatter,"Lover, Please",1962
41,Barbara George,I Know,1962
42,Rick Nelson,Young World,1962
43,Shirelles,Baby It’s You,1962
44,Pat Boone,Speedy Gonzales,1962
45,Burl Ives,A Little Bitty Tear,1962
46,Everly Brothers,Crying In The Rain,1962
47,Emillo Pericoli,Al Di La’,1962
48,Ernie Maresca,Shout! Shout! (Knock Yourself Out),1962
49,Don and Juan,What’s Your Name,1962
50,Corsairs,Smoky Places,1962
51,Sam Cooke,Having A Party,1962
52,Booker T and The MG’s,Green Onions,1962
53,Ray Charles,You Don’t Know Me,1962
54,Four Seasons,Sherry,1962
55,Joanie Sommers,Johnny Get Angry,1962
56,Elvis Presley,Can’t Help Falling In Love,1962
57,Joey Dee,Shout,1962
58,Dave “Baby” Cortez,Rinky Dink,1962
59,Henry Mancini,Moon River,1962
60,Ray Stevens,Ahab The Arab,1962
61,Bobby Darin,Things,1962
62,Gene Pitney,The Man Who Shot Liberty Valance,1962
63,Duprees,You Belong To Me,1962
64,Roy Orbison,Dream Baby,1962
65,Joe Henderson,Snap Your Fingers,1962
66,Dion,Lovers Who Wander,1962
67,Chris Montez,Let’s Dance,1962
68,Johnny Crawford,Cindy’s Birthday,1962
69,Mary Wells,You Beat Me To The Punch,1962
70,Barbara Lynn,You’ll Lose A Good Thing,1962
71,Crystals,Uptown,1962
72,Brenda Lee,Everybody Loves Me But You,1962
73,Dickie Lee,Patches,1962
74,Jimmy Clanton,Venus In Blue Jeans,1962
75,Paul Anka,Love Me Warm And Tender,1962
76,Rick Nelson,Teen Age Idol,1962
77,Patsy Cline,She’s Got You,1962
78,Larry Finnegan,Dear One,1962
79,James Darren,Her Royal Majesty,1962
80,Walter Brennan,Old Rivers,1962
81,Burl Ives,Funny Way Of Laughin’,1962
82,Billy Vaughn,A Swingin’ Safari,1962
83,Dick and Deedee,Tell Me,1962
84,Jimmy Dean,P.T. 109,1962
85,Dion,Little Diane,1962
86,Billy Joe and The Checkmates,Percolator (Twist),1962
87,Gary U.S. Bonds,"Twist, Twist Senora",1962
88,Jimmy Soul,Twistin’ Matilda,1962
89,Dee Dee Sharp,Gravy,1962
90,Jimmy Smith,Walk On The Wild Side,1962
91,King Curtis,Soul Twist,1962
92,Bobby Rydell,I’ll Never Dance Again,1962
93,Ikettes,I’m Blue,1962
94,Kingston Trio,Where Have All The Flowers Gone,1962
95,Eddie Hodges,"(Girls, Girls, Girls) Were Made To Love",1962
96,Gene Pitney,Town Without Pity,1962
97,"Peter, Paul and Mary",If I Had A Hammer,1962
98,Ronnie and The Hi-lites,I Wish That We Were Married,1962
99,Beach Boys,Surfin’ Safari,1962
0,Jimmy Gilmer and The Fireballs,Sugar Shack,1963
1,Beach Boys,Surfin’ U.S.A.,1963
2,Skeeter Davis,The End Of The World,1963
3,Cascades,Rhythm Of The Rain,1963
4,Chiffons,He’s So Fine,1963
5,Bobby Vinton,Blue Velvet,1963
6,Paul and Paula,Hey Paula,1963
7,Little Stevie Wonder,Fingertips II,1963
8,Village Stompers,Washington Square,1963
9,Impressions,It’s All Right,1963
10,Andy Williams,Can’t Get Used To Losing You,1963
11,Angels,My Boyfriend’s Back,1963
12,Kyu Sakamoto,Sukiyaki,1963
13,Lesley Gore,She’s A Fool,1963
14,Tymes,So Much In Love,1963
15,"Peter, Paul and Mary",Puff (The Magic Dragon),1963
16,"Peter, Paul and Mary",Blowin’ In The Wind,1963
17,Dale and Grace,I’m Leaving It Up To You,1963
18,Nino Tempo and April Stevens,Deep Purple,1963
19,The Surfaris,Wipe Out,1963
20,Al Martino,I Love You Because,1963
21,Rebels,Wild Weekend,1963
22,Bobby Darin,You’re The Reason I’m Living,1963
23,Four Seasons,Walk Like A Man,1963
24,Inez Foxx,Mockingbird,1963
25,Little Peggy March,I Will Follow Him,1963
26,Chantays,Pipeline,1963
27,Jan and Dean,Surf City,1963
28,Lesley Gore,It’s My Party,1963
29,Eydie Gorme,Blame It On The Bossa Nova,1963
30,Dovells,You Can’t Sit Down,1963
31,Martha and The Vandellas,Heat Wave,1963
32,Randy and The Rainbows,Denise,1963
33,Rooftop Singers,Walk Right In,1963
34,Jimmy Soul,If You Wanna Be Happy,1963
35,Beach Boys,Surfer Girl,1963
36,Trini Lopez,If I Had A Hammer,1963
37,Tommy Roe,Everybody,1963
38,Essex,Easier Said Than Done,1963
39,Dion,Ruby Baby,1963
40,Los Indios Tabajaras,Maria Elena,1963
41,Ruby and The Romantics,Our Day Will Come,1963
42,Skeeter Davis,I Can’t Stay Mad At You,1963
43,Barbara Lewis,"Hello, Stranger",1963
44,Ronettes,Be My Baby,1963
45,Roy Orbison,Mean Woman Blues,1963
46,Orlons,South Street,1963
47,Henry Mancini,Days Of Wine And Roses,1963
48,Major Lance,The Monkey Time,1963
49,Four Seasons,Candy Girl,1963
50,Bill Anderson,Still,1963
51,Bobby Vinton,Blue On Blue,1963
52,Garnet Mimms and The Enchanters,Cry Baby,1963
53,Lou Christie,Two Faces Have I,1963
54,Ray Charles,Busted,1963
55,Crystals,Da Doo Ron Ron,1963
56,Shirelles,Foolish Little Girl,1963
57,Lonnie Mack,Memphis,1963
58,Roy Orbison,In Dreams,1963
59,Kal Winding,More,1963
60,Rick Nelson,Fools Rush In,1963
61,Brenda Lee,Losing You,1963
62,Bill Pursell,Our Winter Love,1963
63,Tony Bennett,I Wanna Be Around,1963
64,Miracles,You’ve Really Got A Hold On Me,1963
65,Jaynetts,Sally Go ‘Round The Roses,1963
66,Sam Cooke,Little Red Rooster,1963
67,Crystals,Then He Kissed Me,1963
68,Elvis Presley,(You’re The) Devil In Disguise,1963
69,Nat King Cole,Those Lazy Hazy Crazy Days Of Summer,1963
70,Jackie Wilson,Baby Workout,1963
71,Marvin Gaye,Pride And Joy,1963
72,Rufus Thomas,Walking The Dog,1963
73,Ned Miller,From A Jack To A King,1963
74,Drifters,Up On The Roof,1963
75,Johnny Mathis,What Will My Mary Say,1963
76,Jan Bradley,Mama Didn’t Lie,1963
77,Bobby Vee,The Night Has A Thousand Eyes,1963
78,The Cookies,Don’t Say Nothin’ Bad About My Baby,1963
79,Johnny Cash,Ring Of Fire,1963
80,Doris Troy,Just One Look,1963
81,Allan Sherman,"Hello Muddah, Hello Fadduh! (A Letter From Camp)",1963
82,Lesley Gore,Judy’s Turn To Cry,1963
83,Roll Harris,"Tie Me Kangaroo Down, Sport",1963
84,Miracles,Mickey’s Monkey,1963
85,Dion,"Donna, The Prima Donna",1963
86,Nat King Cole,"That Sunday, That Summer",1963
87,Sam Cooke,Another Saturday Night,1963
88,Al Martino,"Painted, Tainted Rose",1963
89,Dixiebelles With Cornbread and Jerry,(Down At) Papa Joe’s,1963
90,Steve Lawrence,Go Away Little Girl,1963
91,Ray Charles,Take These Chains From My Heart,1963
92,Sunny and The Sunglows,Talk To Me,1963
93,Martha and The Vandellas,Come And Get These Memories,1963
94,Elvis Presley,Bossa Nova Baby,1963
95,Dee Dee Sharp,Do The Bird,1963
96,Beach Boys,Shut Down,1963
97,Chiffons,One Fine Day,1963
98,Bobby Bare,500 Miles Away From Home,1963
99,Del Shannon,Little Town Flirt,1963
0,Beatles,I Want To Hold Your Hand,1964
1,Beatles,She Loves You,1964
2,Louis Armstrong,"Hello, Dolly!",1964
3,Roy Orbison,"Oh, Pretty Woman",1964
4,Beach Boys,I Get Around,1964
5,Dean Martin,Everybody Loves Somebody,1964
6,Mary Wells,My Guy,1964
7,Gale Garnett,We’ll Sing In The Sunshine,1964
8,J. Frank Wilson and The Cavaliers,Last Kiss,1964
9,Supremes,Where Did Our Love Go,1964
10,Barbara Streissand,People,1964
11,Al Hirt,Java,1964
12,Beatles,A Hard Day’s Night,1964
13,Beatles,Love Me Do,1964
14,Manfred Mann,Do Wah Diddy Diddy,1964
15,Beatles,Please Please Me,1964
16,Martha and The Vandellas,Dancing In The Street,1964
17,Billy J. Kramer and The Dakotas,Little Children,1964
18,Ray Charles Singers,Love Me With All Your Heart,1964
19,Drifters,Under The Boardwalk,1964
20,Dixie Cups,Chapel Of Love,1964
21,Terry Stafford,Suspicion,1964
22,Dave Clark Five,Glad All Over,1964
23,Four Seasons,Rag Doll,1964
24,Four Seasons,Dawn (Go Away),1964
25,Newbeats,Bread And Butter,1964
26,Gene Pitney,It Hurts To Be In Love,1964
27,Jan and Dean,Dead Man’s Curve,1964
28,Jay and The Americans,Come A Little Bit Closer,1964
29,Peter and Gordon,A World Without Love,1964
30,Honeycombs,Have I The Right?,1964
31,Serendipity Singers,Don’t Let The Rain Come Down (Crooked Little Man),1964
32,Supremes,Baby Love,1964
33,Betty Everett and Jerry Butler,Let It Be Me,1964
34,Dusty Springfield,Wishin’ And Hopin’,1964
35,Lesley Gore,You Don’t Own Me,1964
36,Dionne Warwick,Walk On By,1964
37,Animals,The House Of The Rising Sun,1964
38,Ronny and The Daytona,G.T.O.,1964
39,Beatles,Twist And Shout,1964
